timestamp,accel,accelX,accelY,accelZ,gyro,gyroX,gyroY,gyroZ,magno,magnoX,magnoY,magnoZ
162485.16438,3,0.526,0.114,9.731,4,-0.140,0.029,0.001,5,-8.888,-33.206,7.369
162485.18383,3,0.493,0.159,10.060,4,-0.208,0.014,-0.018,5,-9.131,-33.206,7.313
162485.20327,3,0.500,0.173,10.247,4,-0.152,0.008,-0.011,5,-9.300,-33.488,7.050
162485.22272,3,0.485,0.181,10.155,4,-0.025,-0.006,0.007,5,-9.300,-33.600,6.806
162485.24217,3,0.467,0.061,9.750,5,-9.375,-33.656,6.694
162485.26161,3,0.548,-0.022,9.275,4,0.132,-0.049,0.040,5,-9.506,-33.563,6.506
162485.28106,3,0.780,0.002,8.968,4,0.064,-0.086,0.061,5,-9.431,-33.300,6.619
162485.30050,3,1.004,-0.007,8.887,4,-0.064,-0.124,0.050,5,-9.413,-33.281,6.656
162485.31995,3,1.153,0.108,8.800,4,-0.205,-0.147,0.036,5,-9.488,-33.169,6.694
162485.33939,3,1.293,0.264,8.865,4,-0.366,-0.143,0.021,5,-9.356,-33.244,6.525
162485.35884,3,1.413,0.386,9.259,4,-0.525,-0.140,-0.006,5,-9.394,-32.981,6.656
162485.37828,3,1.312,0.310,10.031
162485.39773,3,1.080,0.173,10.472,4,-0.498,-0.020,-0.103,5,-9.563,-32.944,6.563
162485.41718,3,0.822,0.028,10.359,5,-9.563,-32.775,6.619
162485.43662,3,0.603,0.010,9.887,4,-0.320,0.041,-0.160,5,-9.675,-32.944,6.319
162485.45607,3,0.387,0.029,9.502,4,-0.193,0.086,-0.183,5,-9.563,-33.000,6.263
162485.47551,3,0.284,0.012,9.408,4,-0.186,0.092,-0.177,5,-9.431,-32.888,6.169
162485.49496,3,0.307,-0.050,9.491,4,-0.275,0.047,-0.123,5,-9.244,-32.906,5.756
162485.51440,3,0.338,-0.018,9.621,5,-9.131,-32.906,5.906
162485.53385,3,0.360,0.110,9.709,4,-0.250,0.008,-0.083,5,-9.038,-33.113,5.363
162485.55329,3,0.406,0.285,9.773,4,-0.194,-0.047,-0.037,5,-8.906,-33.038,5.119
162485.57274,3,0.475,0.505,9.655,4,-0.124,-0.084,0.009,5,-8.625,-33.244,4.856
162485.59218,3,0.526,0.609,9.600,4,-0.066,-0.097,0.050,5,-8.325,-33.263,5.044
162485.61163,3,0.554,0.695,9.827,4,-0.079,-0.102,0.074,5,-8.606,-33.413,4.669
162485.63108,3,0.740,0.761,10.195,4,-0.274,-0.058,0.083,5,-8.738,-33.713,4.481
