timestamp,accel,accelX,accelY,accelZ,gyro,gyroX,gyroY,gyroZ,magno,magnoX,magnoY,magnoZ
518772.04674,3,41.419,-22.407,25.303,4,-1.662,19.205,0.400,5,-16.575,26.475,24.281
518772.11479,3,58.207,2.245,20.004,4,-1.022,10.999,5.496,5,-17.438,25.331,20.944
518772.18283,3,52.416,21.582,12.866,4,-4.407,9.774,0.866,5,-14.081,25.819,16.650
518772.25088,3,47.979,23.040,30.979,4,-0.898,2.837,-3.815,5,-9.319,29.025,12.694
518772.31893,3,28.141,-7.272,43.760,4,5.328,-5.028,-8.414,5,-6.675,32.775,8.119
518772.36241,3,6.462,-34.049,54.250
518772.38185,3,2.624,-43.769,31.103,4,5.440,-2.661,-11.184,5,-7.500,34.575,2.756
518772.40130,3,8.169,-66.730,21.025
518772.42074,3,-10.510,-78.434,29.854
518772.44018,3,-24.095,-78.440,27.613,5,-10.238,32.194,-1.575
518772.45962,3,-5.809,-78.440,9.472,4,4.630,0.269,-6.933
518772.47906,3,7.879,-70.851,-7.598
518772.49851,3,14.318,-57.703,-7.583,5,-12.919,28.538,-6.938
518772.51795,3,23.178,-53.349,-3.767,4,2.197,3.828,9.017
518772.53739,3,35.923,-45.238,-4.036
518772.55683,3,62.034,-34.558,-8.437
518772.57628,3,78.391,-22.101,6.051,4,-7.160,4.136,12.989,5,-12.281,28.163,-10.819
518772.59572,3,78.440,-10.147,34.383
518772.61516,3,71.764,9.735,42.147
518772.63460,3,36.757,29.540,24.002,5,-10.256,29.438,-8.138
518772.65404,3,24.344,46.838,37.347,4,-7.940,3.124,3.696
518772.67349,3,45.932,46.231,58.572
518772.69293,3,46.678,42.664,50.021,5,-10.725,29.606,-4.388
518772.71237,3,44.377,34.616,42.073,4,-1.334,-1.179,-2.097
518772.73181,3,45.028,18.260,49.352
518772.75126,3,40.452,5.822,51.630
518772.77070,3,38.557,-0.596,41.915,5,-12.806,29.869,-3.488
518772.79014,3,33.034,-3.385,26.614,4,3.378,0.787,-8.360
518772.80958,3,26.947,-6.350,15.031
518772.82902,3,22.403,-14.946,11.390
518772.84847,3,17.028,-28.926,17.081,5,-16.219,29.006,-3.863
518772.86791,3,13.098,-49.153,28.353,4,6.853,-0.105,-8.970
518772.88735,3,6.706,-73.238,36.348
518772.90679,3,-6.153,-74.776,42.076,5,-17.906,27.131,-4.163
518772.92624,3,0.124,-71.700,43.792,4,5.977,-1.788,-5.233
518772.94568,3,3.264,-66.375,39.620
518772.96512,3,12.204,-63.332,31.290
518772.98456,3,33.165,-60.817,18.010,5,-17.963,26.325,-4.294
518773.00400,3,44.446,-58.717,2.028,4,10.375,3.685,4.075
518773.02345,3,45.039,-60.709,-14.628
518773.04289,3,42.278,-62.796,-29.616,5,-17.794,26.719,-4.706
518773.06233,3,31.030,-56.728,-46.330,4,13.067,6.771,-0.292
518773.08177,3,24.811,-42.307,-59.169
518773.10122,3,31.279,-40.309,-56.071,5,-17.738,21.750,-5.869
518773.12066,3,20.726,-45.395,-48.425,4,-0.932,9.122,1.710
518773.14010,3,12.832,-46.553,-34.754
518773.15954,3,26.069,-39.608,-29.024
518773.17898,3,46.522,-29.560,-28.084,5,-18.506,14.475,-11.213
518773.19843,3,64.277,-20.981,-13.693,4,-14.525,11.441,5.292
518773.21787,3,67.785,-17.915,4.102
518773.23731,3,69.605,-20.457,17.497,5,-16.556,11.663,-17.550
518773.25675,3,67.010,-29.622,31.899
518773.27620,3,50.367,-35.241,38.350,4,-13.497,4.619,-4.570
518773.29564,3,33.058,-34.020,33.013,5,-13.744,10.856,-19.031
518773.31508,3,24.106,-34.142,33.015
518773.33452,3,16.388,-41.930,44.649,4,-3.306,-1.686,-12.884
518773.35397,3,5.755,-49.995,60.122
518773.37341,3,-1.026,-50.211,67.165,5,-12.319,10.856,-17.325
518773.39285,3,9.511,-55.906,62.776,4,1.871,-1.644,-9.882
518773.41229,3,15.705,-59.633,42.105
518773.43173,3,17.440,-57.495,25.899,5,-11.963,11.006,-14.438
518773.45118,3,16.169,-52.613,20.215
518773.47062,3,14.582,-49.281,14.184,4,7.930,5.693,-3.594
518773.49006,3,17.017,-46.861,11.932
518773.50950,3,28.198,-50.958,7.267,5,-11.475,13.031,-14.044
518773.52895,3,35.072,-54.246,-10.483
518773.54839,3,31.312,-51.511,-26.001,4,6.368,8.154,2.277
518773.56783,3,34.886,-43.441,-36.005
518773.58727,3,36.508,-28.324,-48.532,5,-9.788,14.869,-15.638
518773.60671,3,27.379,-18.392,-49.020,4,5.393,7.630,3.251
518773.62616,3,20.859,-14.841,-42.475
518773.64560,3,20.088,-10.517,-37.410,5,-6.731,17.831,-17.269
518773.66504,3,23.975,-6.974,-34.639,4,-0.889,2.935,1.675
518773.68448,3,32.654,-6.076,-30.405
518773.70393,3,39.752,-7.263,-24.918,5,-4.631,20.513,-17.419
518773.72337,3,39.750,-10.937,-19.802
518773.74281,3,33.754,-10.833,-11.341,4,-5.447,4.413,0.687
518773.76225,3,27.937,-8.694,-3.146
518773.78169,3,21.638,-7.788,3.905,5,-5.025,20.681,-17.925
518773.80114,3,15.287,-8.001,7.184,4,-7.900,7.634,-3.826
518773.82058,3,9.910,-8.444,6.737
518773.84002,3,5.663,-8.213,5.414,5,-4.838,20.831,-19.406
518773.85946,3,3.071,-7.680,4.605
518773.87891,3,1.167,-6.529,4.369,4,-3.863,9.418,-6.047
518773.89835,3,0.451,-5.245,3.455,5,-2.119,21.413,-19.950
518773.91779,3,0.338,-4.244,1.972
518773.93723,3,-0.193,-2.696,-0.407,4,-0.461,5.338,-4.328
518773.95667,3,0.147,-1.281,-2.799
518773.97612,3,1.180,-0.772,-4.841,5,0.731,23.606,-19.631
518773.99556,3,2.906,-0.187,-2.751
518774.01500,3,5.456,0.691,3.153,4,1.500,1.283,-2.218
518774.03444,3,5.774,3.522,9.336,5,2.813,26.044,-17.325
518774.05389,3,4.409,6.937,11.408
518774.07333,3,9.401,9.931,15.696,4,1.050,-0.460,-1.761
518774.09277,3,16.467,12.300,18.638,5,2.606,28.350,-11.981
518774.11221,3,17.502,12.708,13.491
518774.13165,3,16.787,11.174,8.007
518774.15110,3,17.023,4.935,-1.202,4,2.150,-2.172,-1.850
518774.17054,3,9.365,-2.176,-12.284,5,-0.731,31.875,-5.363
518774.18998,3,-1.384,-12.769,-26.050
518774.20942,3,-10.184,-27.989,-34.228,4,-0.499,0.185,-5.294
518774.22887,3,-23.460,-45.078,-25.389
518774.24831,3,-36.806,-56.212,4.914,5,-6.863,34.500,1.181
518774.26775,3,-38.097,-54.548,22.950
518774.28719,3,-3.616,-58.099,30.081,4,-3.324,-9.256,-2.503
518774.30663,3,24.709,-55.965,43.990,5,-14.494,33.413,8.531
518774.32608,3,27.652,-45.607,61.621
518774.34552,3,34.043,-35.270,56.338
518774.36496,3,48.977,-23.339,37.458,4,-0.982,-2.383,11.896
518774.38440,3,60.839,-11.200,21.398,5,-19.800,30.806,14.138
518774.40385,3,59.432,-1.092,16.864
518774.42329,3,60.010,-0.072,11.527,4,10.405,1.030,5.761
518774.44273,3,53.165,-4.924,1.647,5,-22.650,31.106,15.788
518774.46217,3,41.387,-8.070,-16.850
518774.48161,3,29.085,-9.732,-33.777,4,10.741,3.405,-4.251
518774.50106,3,13.293,-11.725,-35.321,5,-22.200,31.238,12.375
518774.52050,3,4.570,-17.208,-33.723
518774.53994,3,0.776,-22.254,-43.240
518774.55938,3,4.145,-28.207,-52.880,4,1.096,3.546,-3.500
518774.57883,3,13.420,-30.706,-52.798,5,-21.169,30.563,7.800
518774.59827,3,25.770,-35.113,-49.093
518774.61771,3,39.605,-40.378,-37.830,4,-5.829,-4.785,-0.217
518774.63715,3,48.798,-45.572,-27.476,5,-19.950,30.581,4.444
518774.65659,3,69.768,-58.774,-25.627
518774.67604,3,78.440,-72.506,-10.426
518774.69548,3,78.440,-77.025,0.733,4,-10.187,-13.131,1.573,5,-18.206,30.919,5.813
518774.71492,3,78.440,-78.440,16.091
518774.73436,3,78.440,-69.002,41.587
518774.75381,3,74.095,-48.039,47.391,4,-13.080,-5.689,-0.787
518774.77325,3,55.423,-33.289,39.881,5,-12.938,28.706,10.763
518774.79269,3,40.257,-23.502,33.956
518774.81213,3,35.234,-18.638,32.909
518774.83157,3,34.647,-20.778,39.630,4,-4.890,0.412,-7.389,5,-6.356,26.381,13.444
518774.85102,3,28.345,-27.115,41.700
518774.87046,3,20.593,-36.454,34.700
518774.88990,3,11.185,-42.821,27.665,4,1.165,2.241,-10.933,5,-2.325,23.681,14.213
518774.90934,3,4.961,-48.795,17.437
518774.92879,3,-6.692,-61.489,5.293
518774.94823,3,-28.820,-68.821,9.500
518774.96767,3,-35.006,-70.988,11.256,4,1.132,5.304,-9.074
518774.98711,3,-27.051,-75.254,-7.428,5,-1.894,21.000,16.838
518775.00655,3,-23.402,-70.591,-18.342
518775.02600,3,-4.454,-67.379,-12.826
518775.04544,3,22.051,-61.804,5.351,4,-2.699,8.610,7.384,5,-3.656,17.419,22.613
518775.06488,3,55.364,-50.817,15.705
518775.08432,3,77.946,-39.648,26.195
518775.10377,3,78.440,-21.347,32.569,4,-6.794,1.141,13.669,5,-4.856,15.731,30.113
518775.12321,3,77.871,-8.688,36.563
518775.14265,3,54.707,3.561,44.369
518775.16209,3,30.289,8.626,44.110,4,-3.491,7.127,3.847
518775.18153,3,23.399,13.880,35.478,5,-4.706,13.294,37.500
518775.20098,3,22.287,15.601,27.927
518775.22042,3,11.791,17.748,21.200
518775.23986,3,14.574,9.098,16.496,4,2.304,3.193,0.178,5,-6.769,10.125,39.675
518775.25930,3,10.831,2.018,10.976
518775.27874,3,3.783,-1.721,6.427
518775.29819,3,-1.345,-4.164,7.314,4,1.302,2.746,-0.908,5,-12.019,11.156,37.294
518775.31763,3,-2.996,-5.125,10.480
518775.33707,3,-1.462,-5.425,9.420
518775.35651,3,-1.945,-4.234,5.582
518775.37596,3,1.116,-1.665,5.203,4,1.694,0.261,-0.209,5,-18.919,14.250,34.219
518775.39540,3,-0.425,-0.821,4.818
518775.41484,3,3.841,2.057,8.130
518775.43428,3,3.524,2.937,5.969,4,1.751,-0.852,-0.252,5,-25.481,17.250,30.938
518775.45372,3,1.846,4.090,5.232
518775.47317,3,0.062,2.896,5.757
518775.49261,3,0.392,1.958,7.217,5,-30.863,18.544,27.956
518775.51205,3,0.959,2.325,6.204,4,1.458,-0.567,-0.922
518775.53149,3,0.928,3.251,4.912
518775.55094,3,0.316,3.134,5.645
518775.57038,3,0.777,2.499,7.355,4,1.455,-0.081,-0.526,5,-32.888,19.538,25.388
518775.58982,3,2.016,2.499,8.223
518775.60926,3,1.858,3.036,3.655
518775.62870,3,0.886,4.175,5.035
518775.64815,3,1.842,4.422,6.116,4,0.930,-0.071,-0.319,5,-34.800,19.725,22.763
518775.66759,3,1.152,4.827,5.758
