13565.40512, 3,   0.718, -0.301,  8.728, 4,  -0.058,  0.128,  0.004
13565.44554, 3,   1.000, -0.347, 10.110, 4,  -0.023,  0.062, -0.000, 5, -39.188,  9.544,  6.056
13565.48597, 3,   0.857, -0.272,  9.167, 4,  -0.037,  0.038,  0.001, 5, -39.300,  9.713,  5.700, 81,  76.024,  1.965,  5.646, 82,   0.035, -0.012,  0.357, 83,   0.965, -0.335,  9.753
13565.52640, 3,   0.763, -0.442,  9.873, 4,   0.007, -0.011,  0.002, 5, -39.225,  9.788,  5.400, 81,  76.024,  1.998,  5.513, 82,  -0.085,  0.068, -0.588, 83,   0.942, -0.340,  9.755
13565.56683, 3,   0.962, -0.275,  9.351, 4,   0.010,  0.006, -0.001, 5, -39.544,  9.713,  5.213, 81,  76.021,  2.063,  5.507, 82,  -0.178, -0.091,  0.118, 83,   0.941, -0.351,  9.755
13565.60725, 3,   0.780, -0.423,  9.919, 4,  -0.021,  0.007, -0.001, 5, -39.788,  9.713,  4.913, 81,  76.023,  2.037,  5.484, 82,   0.025,  0.072, -0.405, 83,   0.937, -0.347,  9.756
13565.64768, 3,   0.864, -0.244,  9.583, 4,   0.007,  0.004,  0.001, 5, -39.844,  9.581,  4.856, 81,  76.018,  2.069,  5.486, 82,  -0.158, -0.071,  0.164, 83,   0.938, -0.352,  9.755
13565.68811, 3,   0.938, -0.418,  9.682, 4,  -0.010, -0.005, -0.000, 5, -40.425,  9.788,  5.156, 81,  76.025,  2.029,  5.473, 82,  -0.071,  0.102, -0.173, 83,   0.935, -0.346,  9.756
13565.72854, 3,   0.742, -0.311,  9.653, 4,   0.006,  0.005, -0.002, 5, -40.069,  9.881,  5.156, 81,  76.023,  2.066,  5.475, 82,   0.002, -0.066, -0.074, 83,   0.936, -0.352,  9.756
13565.76896, 3,   0.974, -0.342,  9.706, 4,  -0.016, -0.002,  0.002, 5, -39.881, 10.013,  5.213, 81,  76.024,  2.045,  5.459, 82,  -0.191,  0.037, -0.103, 83,   0.933, -0.348,  9.756
13565.80939, 3,   0.794, -0.339,  9.667, 4,   0.014,  0.005, -0.000, 5, -39.881, 10.088,  5.588, 81,  76.021,  2.057,  5.468, 82,   0.039,  0.008, -0.050, 83,   0.935, -0.350,  9.756
13565.84982, 3,   0.835, -0.359,  9.646, 4,  -0.012, -0.003, -0.000, 5, -39.581, 10.013,  5.513, 81,  76.016,  2.052,  5.452, 82,  -0.138,  0.011, -0.089, 83,   0.932, -0.350,  9.756
