31007.64387, 3,   1.055, -0.385,  9.574, 4,  -0.004, -0.037,  0.001
31007.68430, 3,   1.053, -0.371,  9.636, 4,   0.005,  0.019,  0.001, 5,  19.013, 37.200, 13.500
31007.72472, 3,   1.058, -0.399,  9.840, 4,  -0.002, -0.008, -0.000, 5,  19.088, 37.200, 13.388, 81, 335.057,  2.204,  6.232, 82,  -0.012,  0.004, -0.105, 83,   1.065, -0.375,  9.741
31007.76514, 3,   1.123, -0.373,  8.949, 4,  -0.060, -0.036,  0.005, 5,  19.144, 37.144, 13.388, 81, 335.054,  2.211,  6.262, 82,  -0.012, -0.023,  0.099, 83,   1.070, -0.376,  9.741
31007.80556, 3,   1.111, -0.416,  9.576, 4,   0.003,  0.166, -0.002, 5,  19.256, 37.069, 13.313, 81, 335.046,  2.202,  6.398, 82,   0.030,  0.002, -0.789, 83,   1.093, -0.375,  9.738
31007.84599, 3,   1.058, -0.373,  9.037, 4,   0.028, -0.083, -0.003, 5,  19.013, 37.200, 13.313, 81, 335.050,  2.204,  6.237, 82,   0.046, -0.041, -0.165, 83,   1.065, -0.375,  9.741
31007.88641, 3,   1.077, -0.442,  9.775, 4,   0.020,  0.077, -0.003, 5,  19.088, 37.144, 13.500, 81, 335.048,  2.194,  6.241, 82,  -0.008,  0.000, -0.704, 83,   1.066, -0.373,  9.741
31007.92683, 3,   1.051, -0.351,  9.842, 4,  -0.006, -0.019,  0.003, 5,  18.956, 37.144, 13.744, 81, 335.044,  2.199,  6.218, 82,   0.015, -0.068,  0.033, 83,   1.062, -0.374,  9.742
31007.96725, 3,   1.034, -0.382,  9.409, 4,  -0.004, -0.020,  0.001, 5,  19.088, 36.844, 13.500, 81, 335.039,  2.205,  6.262, 82,  -0.019,  0.024,  0.101, 83,   1.070, -0.375,  9.741
31008.00767, 3,   1.043, -0.397,  9.964, 4,   0.004,  0.011,  0.001, 5,  19.013, 36.581, 13.669, 81, 335.037,  2.196,  6.213, 82,  -0.027, -0.008, -0.333, 83,   1.061, -0.374,  9.742
31008.04810, 3,   1.024, -0.378,  9.447, 4,  -0.006, -0.025,  0.001, 5,  18.656, 36.544, 13.781, 81, 335.031,  2.201,  6.249, 82,  -0.024, -0.023,  0.223, 83,   1.067, -0.374,  9.741
31008.08852, 3,   1.091, -0.397,  9.742, 4,   0.003,  0.024, -0.000, 5,  17.944, 36.544, 13.988, 81, 335.030,  2.198,  6.231, 82,  -0.040, -0.004, -0.295, 83,   1.064, -0.374,  9.742
31008.12894, 3,   1.012, -0.387,  9.689, 4,  -0.001, -0.006,  0.002, 5,  18.113, 36.488, 14.100, 81, 335.037,  2.199,  6.227, 82,   0.027, -0.023,  0.000, 83,   1.064, -0.374,  9.742
31008.16936, 3,   1.060, -0.385,  9.586, 4,  -0.001, -0.004,  0.002, 5,  18.356, 36.713, 14.400, 81, 335.045,  2.199,  6.231, 82,  -0.052, -0.013, -0.053, 83,   1.064, -0.374,  9.742
31008.20979, 3,   1.058, -0.411,  9.765, 4,   0.002,  0.003,  0.002, 5,  18.656, 36.713, 14.400, 81, 335.052,  2.197,  6.213, 82,  -0.001, -0.011, -0.156, 83,   1.061, -0.374,  9.742
