31068.39916, 3,   0.684, -0.208,  9.737, 4,  -0.070,  0.160,  0.008
31068.43958, 3,   0.636, -0.450,  9.758, 4,   0.009, -0.058, -0.005, 5, -43.369, 16.688, 21.413, 81,  68.302,  2.641,  3.731, 82,  -0.002,  0.001, -0.018, 83,   0.638, -0.451,  9.775
31068.48000, 3,   0.737, -0.289,  9.365, 4,  -0.008,  0.050,  0.007, 5, -43.613, 16.500, 21.188
31068.52043, 3,   0.735, -0.294,  9.964, 4,  -0.002, -0.015, -0.005, 5, -43.688, 16.500, 21.113, 81,  68.299,  2.656,  3.704, 82,   0.102,  0.160,  0.188, 83,   0.633, -0.454,  9.776
31068.56085, 3,   0.526, -0.397,  9.401, 4,  -0.002,  0.001,  0.002, 5, -43.613, 16.369, 20.813, 81,  68.302,  2.632,  3.612, 82,  -0.092,  0.052, -0.376, 83,   0.618, -0.449,  9.777
31068.60127, 3,   0.838, -0.196,  9.902, 4,   0.001,  0.008, -0.002, 5, -43.988, 16.313, 20.700, 81,  68.303,  2.647,  3.695, 82,   0.206,  0.256,  0.126, 83,   0.632, -0.452,  9.776
31068.64169, 3,   0.574, -0.483,  9.497, 4,  -0.007, -0.027, -0.001, 5, -43.856, 16.444, 20.700, 81,  68.307,  2.633,  3.630, 82,  -0.047, -0.033, -0.280, 83,   0.621, -0.450,  9.777
31068.68212, 3,   0.711, -0.196,  9.816, 4,   0.006,  0.020,  0.004, 5, -43.856, 16.181, 20.813, 81,  68.310,  2.631,  3.670, 82,   0.083,  0.253,  0.040, 83,   0.628, -0.449,  9.776
31068.72254, 3,   0.694, -0.339,  9.576, 4,  -0.006, -0.022, -0.001, 5, -44.213, 16.444, 21.000
31068.76296, 3,   0.641, -0.356,  9.739, 4,   0.007,  0.023,  0.002, 5, -44.044, 16.688, 21.188, 81,  68.324,  2.618,  3.654, 82,   0.016,  0.091, -0.037, 83,   0.625, -0.447,  9.776
31068.80338, 3,   0.737, -0.289,  9.648, 4,  -0.004, -0.017, -0.004, 5, -44.156, 16.181, 21.413
31068.84381, 3,   0.627, -0.337,  9.691, 4,   0.004,  0.015,  0.002, 5, -44.213, 16.369, 20.925, 81,  68.357,  2.600,  3.649, 82,   0.003,  0.107, -0.086, 83,   0.624, -0.444,  9.777
31068.88423, 3,   0.665, -0.299,  9.674, 4,   0.002,  0.004,  0.001, 5, -44.456, 16.369, 20.925
31068.92465, 3,   0.696, -0.344,  9.698, 4,  -0.009, -0.015, -0.001, 5, -44.288, 16.444, 21.113, 81,  68.373,  2.587,  3.650, 82,   0.041,  0.143, -0.103, 83,   0.624, -0.442,  9.777
31068.96507, 3,   0.634, -0.287,  9.703, 4,   0.009,  0.015,  0.002, 5, -44.456, 16.781, 21.000, 81,  68.396,  2.572,  3.659, 82,   0.008,  0.153, -0.074, 83,   0.626, -0.440,  9.777
31069.00550, 3,   0.684, -0.323,  9.617, 4,  -0.010, -0.017, -0.003, 5, -44.644, 16.781, 21.300, 81,  68.403,  2.570,  3.663, 82,   0.057,  0.116, -0.160, 83,   0.627, -0.439,  9.777
31069.04592, 3,   0.701, -0.299,  9.742, 4,   0.006,  0.013,  0.001, 5, -44.513, 16.913, 21.188, 81,  68.411,  2.554,  3.666, 82,   0.074,  0.138, -0.035, 83,   0.627, -0.437,  9.777
31069.08634, 3,   0.658, -0.371,  9.639, 4,  -0.002, -0.011,  0.001, 5, -44.513, 16.688, 20.925, 81,  68.421,  2.551,  3.673, 82,   0.030,  0.065, -0.138, 83,   0.628, -0.436,  9.777
31069.12676, 3,   0.696, -0.268,  9.737, 4,   0.003,  0.009,  0.002, 5, -44.456, 16.500, 20.700
31069.16719, 3,   0.629, -0.349,  9.655, 4,  -0.001, -0.007,  0.001, 5, -44.288, 16.500, 20.400, 81,  68.448,  2.527,  3.679, 82,  -0.001,  0.084, -0.122, 83,   0.630, -0.433,  9.777
31069.20761, 3,   0.711, -0.349,  9.670, 4,   0.003,  0.005,  0.003, 5, -44.156, 16.444, 20.400, 81,  68.464,  2.516,  3.682, 82,   0.081,  0.082, -0.107, 83,   0.630, -0.431,  9.777
31069.24803, 3,   0.684, -0.272,  9.694, 4,   0.003,  0.002,  0.001, 5, -43.988, 16.444, 20.400, 81,  68.483,  2.500,  3.692, 82,   0.052,  0.157, -0.083, 83,   0.632, -0.429,  9.777
31069.28845, 3,   0.622, -0.371,  9.662, 4,  -0.001, -0.002,  0.001, 5, -43.988, 16.500, 20.888, 81,  68.497,  2.493,  3.684, 82,  -0.008,  0.057, -0.115, 83,   0.630, -0.428,  9.777
31069.32888, 3,   0.725, -0.260,  9.718, 4,   0.002,  0.005,  0.001, 5, -44.213, 16.444, 21.488
31069.36930, 3,   0.677, -0.387,  9.667, 4,  -0.001,  0.000, -0.001, 5, -44.044, 16.444, 21.544, 81,  68.527,  2.467,  3.697, 82,   0.044,  0.037, -0.110, 83,   0.633, -0.424,  9.777
31069.40972, 3,   0.679, -0.301,  9.689, 4,  -0.001, -0.006, -0.001, 5, -44.344, 16.500, 21.600, 81,  68.549,  2.453,  3.702, 82,   0.045,  0.121, -0.088, 83,   0.634, -0.422,  9.777
31069.45014, 3,   0.588, -0.313,  9.684, 4,   0.002, -0.009,  0.002, 5, -44.344, 16.500, 21.413, 81,  68.562,  2.439,  3.692, 82,  -0.044,  0.106, -0.093, 83,   0.632, -0.420,  9.777
31069.49057, 3,   0.701, -0.301,  9.682, 4,  -0.001, -0.003,  0.002, 5, -44.288, 16.613, 21.188, 81,  68.576,  2.427,  3.701, 82,   0.067,  0.117, -0.095, 83,   0.634, -0.418,  9.777
31069.53099, 3,   0.727, -0.371,  9.665, 4,   0.002,  0.004, -0.001, 5, -44.456, 16.500, 21.244
31069.57141, 3,   0.620, -0.306,  9.696, 4,   0.001,  0.002,  0.001, 5, -44.213, 16.613, 21.300, 81,  68.606,  2.405,  3.704, 82,  -0.015,  0.108, -0.081, 83,   0.635, -0.414,  9.777
31069.61183, 3,   0.653, -0.282,  9.674, 4,  -0.002, -0.004, -0.001, 5, -44.213, 16.444, 21.600, 81,  68.624,  2.393,  3.709, 82,   0.017,  0.131, -0.103, 83,   0.636, -0.413,  9.777
